,inkml,img,lg,symlg
1104,/train/INKML/CROHME2019_train/2009213-137-10.inkml,/train/IMG_rendering/2009213-137-10.png,/train/LG/CROHME2019_train/2009213-137-10.lg,/train/SymLG/CROHME2019_train/2009213-137-10.lg
1105,/train/INKML/CROHME2019_train/2009213-137-104.inkml,/train/IMG_rendering/2009213-137-104.png,/train/LG/CROHME2019_train/2009213-137-104.lg,/train/SymLG/CROHME2019_train/2009213-137-104.lg
1106,/train/INKML/CROHME2019_train/2009213-137-113.inkml,/train/IMG_rendering/2009213-137-113.png,/train/LG/CROHME2019_train/2009213-137-113.lg,/train/SymLG/CROHME2019_train/2009213-137-113.lg
1107,/train/INKML/CROHME2019_train/2009213-137-114.inkml,/train/IMG_rendering/2009213-137-114.png,/train/LG/CROHME2019_train/2009213-137-114.lg,/train/SymLG/CROHME2019_train/2009213-137-114.lg
1108,/train/INKML/CROHME2019_train/2009213-137-116.inkml,/train/IMG_rendering/2009213-137-116.png,/train/LG/CROHME2019_train/2009213-137-116.lg,/train/SymLG/CROHME2019_train/2009213-137-116.lg
1109,/train/INKML/CROHME2019_train/2009213-137-117.inkml,/train/IMG_rendering/2009213-137-117.png,/train/LG/CROHME2019_train/2009213-137-117.lg,/train/SymLG/CROHME2019_train/2009213-137-117.lg
1110,/train/INKML/CROHME2019_train/2009213-137-118.inkml,/train/IMG_rendering/2009213-137-118.png,/train/LG/CROHME2019_train/2009213-137-118.lg,/train/SymLG/CROHME2019_train/2009213-137-118.lg
1111,/train/INKML/CROHME2019_train/2009213-137-12.inkml,/train/IMG_rendering/2009213-137-12.png,/train/LG/CROHME2019_train/2009213-137-12.lg,/train/SymLG/CROHME2019_train/2009213-137-12.lg
1112,/train/INKML/CROHME2019_train/2009213-137-120.inkml,/train/IMG_rendering/2009213-137-120.png,/train/LG/CROHME2019_train/2009213-137-120.lg,/train/SymLG/CROHME2019_train/2009213-137-120.lg
1113,/train/INKML/CROHME2019_train/2009213-137-121.inkml,/train/IMG_rendering/2009213-137-121.png,/train/LG/CROHME2019_train/2009213-137-121.lg,/train/SymLG/CROHME2019_train/2009213-137-121.lg
1114,/train/INKML/CROHME2019_train/2009213-137-123.inkml,/train/IMG_rendering/2009213-137-123.png,/train/LG/CROHME2019_train/2009213-137-123.lg,/train/SymLG/CROHME2019_train/2009213-137-123.lg
1115,/train/INKML/CROHME2019_train/2009213-137-126.inkml,/train/IMG_rendering/2009213-137-126.png,/train/LG/CROHME2019_train/2009213-137-126.lg,/train/SymLG/CROHME2019_train/2009213-137-126.lg
1116,/train/INKML/CROHME2019_train/2009213-137-127.inkml,/train/IMG_rendering/2009213-137-127.png,/train/LG/CROHME2019_train/2009213-137-127.lg,/train/SymLG/CROHME2019_train/2009213-137-127.lg
1117,/train/INKML/CROHME2019_train/2009213-137-128.inkml,/train/IMG_rendering/2009213-137-128.png,/train/LG/CROHME2019_train/2009213-137-128.lg,/train/SymLG/CROHME2019_train/2009213-137-128.lg
1118,/train/INKML/CROHME2019_train/2009213-137-129.inkml,/train/IMG_rendering/2009213-137-129.png,/train/LG/CROHME2019_train/2009213-137-129.lg,/train/SymLG/CROHME2019_train/2009213-137-129.lg
1119,/train/INKML/CROHME2019_train/2009213-137-13.inkml,/train/IMG_rendering/2009213-137-13.png,/train/LG/CROHME2019_train/2009213-137-13.lg,/train/SymLG/CROHME2019_train/2009213-137-13.lg
1120,/train/INKML/CROHME2019_train/2009213-137-130.inkml,/train/IMG_rendering/2009213-137-130.png,/train/LG/CROHME2019_train/2009213-137-130.lg,/train/SymLG/CROHME2019_train/2009213-137-130.lg
1121,/train/INKML/CROHME2019_train/2009213-137-131.inkml,/train/IMG_rendering/2009213-137-131.png,/train/LG/CROHME2019_train/2009213-137-131.lg,/train/SymLG/CROHME2019_train/2009213-137-131.lg
1122,/train/INKML/CROHME2019_train/2009213-137-132.inkml,/train/IMG_rendering/2009213-137-132.png,/train/LG/CROHME2019_train/2009213-137-132.lg,/train/SymLG/CROHME2019_train/2009213-137-132.lg
1123,/train/INKML/CROHME2019_train/2009213-137-135.inkml,/train/IMG_rendering/2009213-137-135.png,/train/LG/CROHME2019_train/2009213-137-135.lg,/train/SymLG/CROHME2019_train/2009213-137-135.lg
1124,/train/INKML/CROHME2019_train/2009213-137-136.inkml,/train/IMG_rendering/2009213-137-136.png,/train/LG/CROHME2019_train/2009213-137-136.lg,/train/SymLG/CROHME2019_train/2009213-137-136.lg
1125,/train/INKML/CROHME2019_train/2009213-137-137.inkml,/train/IMG_rendering/2009213-137-137.png,/train/LG/CROHME2019_train/2009213-137-137.lg,/train/SymLG/CROHME2019_train/2009213-137-137.lg
1126,/train/INKML/CROHME2019_train/2009213-137-138.inkml,/train/IMG_rendering/2009213-137-138.png,/train/LG/CROHME2019_train/2009213-137-138.lg,/train/SymLG/CROHME2019_train/2009213-137-138.lg
1127,/train/INKML/CROHME2019_train/2009213-137-14.inkml,/train/IMG_rendering/2009213-137-14.png,/train/LG/CROHME2019_train/2009213-137-14.lg,/train/SymLG/CROHME2019_train/2009213-137-14.lg
1128,/train/INKML/CROHME2019_train/2009213-137-140.inkml,/train/IMG_rendering/2009213-137-140.png,/train/LG/CROHME2019_train/2009213-137-140.lg,/train/SymLG/CROHME2019_train/2009213-137-140.lg
1129,/train/INKML/CROHME2019_train/2009213-137-141.inkml,/train/IMG_rendering/2009213-137-141.png,/train/LG/CROHME2019_train/2009213-137-141.lg,/train/SymLG/CROHME2019_train/2009213-137-141.lg
1130,/train/INKML/CROHME2019_train/2009213-137-143.inkml,/train/IMG_rendering/2009213-137-143.png,/train/LG/CROHME2019_train/2009213-137-143.lg,/train/SymLG/CROHME2019_train/2009213-137-143.lg
1131,/train/INKML/CROHME2019_train/2009213-137-144.inkml,/train/IMG_rendering/2009213-137-144.png,/train/LG/CROHME2019_train/2009213-137-144.lg,/train/SymLG/CROHME2019_train/2009213-137-144.lg
1132,/train/INKML/CROHME2019_train/2009213-137-145.inkml,/train/IMG_rendering/2009213-137-145.png,/train/LG/CROHME2019_train/2009213-137-145.lg,/train/SymLG/CROHME2019_train/2009213-137-145.lg
1133,/train/INKML/CROHME2019_train/2009213-137-146.inkml,/train/IMG_rendering/2009213-137-146.png,/train/LG/CROHME2019_train/2009213-137-146.lg,/train/SymLG/CROHME2019_train/2009213-137-146.lg
1134,/train/INKML/CROHME2019_train/2009213-137-147.inkml,/train/IMG_rendering/2009213-137-147.png,/train/LG/CROHME2019_train/2009213-137-147.lg,/train/SymLG/CROHME2019_train/2009213-137-147.lg
1135,/train/INKML/CROHME2019_train/2009213-137-148.inkml,/train/IMG_rendering/2009213-137-148.png,/train/LG/CROHME2019_train/2009213-137-148.lg,/train/SymLG/CROHME2019_train/2009213-137-148.lg
1136,/train/INKML/CROHME2019_train/2009213-137-149.inkml,/train/IMG_rendering/2009213-137-149.png,/train/LG/CROHME2019_train/2009213-137-149.lg,/train/SymLG/CROHME2019_train/2009213-137-149.lg
1137,/train/INKML/CROHME2019_train/2009213-137-150.inkml,/train/IMG_rendering/2009213-137-150.png,/train/LG/CROHME2019_train/2009213-137-150.lg,/train/SymLG/CROHME2019_train/2009213-137-150.lg
1138,/train/INKML/CROHME2019_train/2009213-137-151.inkml,/train/IMG_rendering/2009213-137-151.png,/train/LG/CROHME2019_train/2009213-137-151.lg,/train/SymLG/CROHME2019_train/2009213-137-151.lg
1139,/train/INKML/CROHME2019_train/2009213-137-152.inkml,/train/IMG_rendering/2009213-137-152.png,/train/LG/CROHME2019_train/2009213-137-152.lg,/train/SymLG/CROHME2019_train/2009213-137-152.lg
1140,/train/INKML/CROHME2019_train/2009213-137-153.inkml,/train/IMG_rendering/2009213-137-153.png,/train/LG/CROHME2019_train/2009213-137-153.lg,/train/SymLG/CROHME2019_train/2009213-137-153.lg
1141,/train/INKML/CROHME2019_train/2009213-137-156.inkml,/train/IMG_rendering/2009213-137-156.png,/train/LG/CROHME2019_train/2009213-137-156.lg,/train/SymLG/CROHME2019_train/2009213-137-156.lg
1142,/train/INKML/CROHME2019_train/2009213-137-157.inkml,/train/IMG_rendering/2009213-137-157.png,/train/LG/CROHME2019_train/2009213-137-157.lg,/train/SymLG/CROHME2019_train/2009213-137-157.lg
1143,/train/INKML/CROHME2019_train/2009213-137-158.inkml,/train/IMG_rendering/2009213-137-158.png,/train/LG/CROHME2019_train/2009213-137-158.lg,/train/SymLG/CROHME2019_train/2009213-137-158.lg
1144,/train/INKML/CROHME2019_train/2009213-137-159.inkml,/train/IMG_rendering/2009213-137-159.png,/train/LG/CROHME2019_train/2009213-137-159.lg,/train/SymLG/CROHME2019_train/2009213-137-159.lg
1145,/train/INKML/CROHME2019_train/2009213-137-160.inkml,/train/IMG_rendering/2009213-137-160.png,/train/LG/CROHME2019_train/2009213-137-160.lg,/train/SymLG/CROHME2019_train/2009213-137-160.lg
1146,/train/INKML/CROHME2019_train/2009213-137-161.inkml,/train/IMG_rendering/2009213-137-161.png,/train/LG/CROHME2019_train/2009213-137-161.lg,/train/SymLG/CROHME2019_train/2009213-137-161.lg
1147,/train/INKML/CROHME2019_train/2009213-137-162.inkml,/train/IMG_rendering/2009213-137-162.png,/train/LG/CROHME2019_train/2009213-137-162.lg,/train/SymLG/CROHME2019_train/2009213-137-162.lg
1148,/train/INKML/CROHME2019_train/2009213-137-164.inkml,/train/IMG_rendering/2009213-137-164.png,/train/LG/CROHME2019_train/2009213-137-164.lg,/train/SymLG/CROHME2019_train/2009213-137-164.lg
1149,/train/INKML/CROHME2019_train/2009213-137-166.inkml,/train/IMG_rendering/2009213-137-166.png,/train/LG/CROHME2019_train/2009213-137-166.lg,/train/SymLG/CROHME2019_train/2009213-137-166.lg
1150,/train/INKML/CROHME2019_train/2009213-137-17.inkml,/train/IMG_rendering/2009213-137-17.png,/train/LG/CROHME2019_train/2009213-137-17.lg,/train/SymLG/CROHME2019_train/2009213-137-17.lg
1151,/train/INKML/CROHME2019_train/2009213-137-170.inkml,/train/IMG_rendering/2009213-137-170.png,/train/LG/CROHME2019_train/2009213-137-170.lg,/train/SymLG/CROHME2019_train/2009213-137-170.lg
1152,/train/INKML/CROHME2019_train/2009213-137-171.inkml,/train/IMG_rendering/2009213-137-171.png,/train/LG/CROHME2019_train/2009213-137-171.lg,/train/SymLG/CROHME2019_train/2009213-137-171.lg
1153,/train/INKML/CROHME2019_train/2009213-137-172.inkml,/train/IMG_rendering/2009213-137-172.png,/train/LG/CROHME2019_train/2009213-137-172.lg,/train/SymLG/CROHME2019_train/2009213-137-172.lg
1154,/train/INKML/CROHME2019_train/2009213-137-176.inkml,/train/IMG_rendering/2009213-137-176.png,/train/LG/CROHME2019_train/2009213-137-176.lg,/train/SymLG/CROHME2019_train/2009213-137-176.lg
1155,/train/INKML/CROHME2019_train/2009213-137-177.inkml,/train/IMG_rendering/2009213-137-177.png,/train/LG/CROHME2019_train/2009213-137-177.lg,/train/SymLG/CROHME2019_train/2009213-137-177.lg
1156,/train/INKML/CROHME2019_train/2009213-137-18.inkml,/train/IMG_rendering/2009213-137-18.png,/train/LG/CROHME2019_train/2009213-137-18.lg,/train/SymLG/CROHME2019_train/2009213-137-18.lg
1157,/train/INKML/CROHME2019_train/2009213-137-180.inkml,/train/IMG_rendering/2009213-137-180.png,/train/LG/CROHME2019_train/2009213-137-180.lg,/train/SymLG/CROHME2019_train/2009213-137-180.lg
1158,/train/INKML/CROHME2019_train/2009213-137-182.inkml,/train/IMG_rendering/2009213-137-182.png,/train/LG/CROHME2019_train/2009213-137-182.lg,/train/SymLG/CROHME2019_train/2009213-137-182.lg
1159,/train/INKML/CROHME2019_train/2009213-137-183.inkml,/train/IMG_rendering/2009213-137-183.png,/train/LG/CROHME2019_train/2009213-137-183.lg,/train/SymLG/CROHME2019_train/2009213-137-183.lg
1160,/train/INKML/CROHME2019_train/2009213-137-184.inkml,/train/IMG_rendering/2009213-137-184.png,/train/LG/CROHME2019_train/2009213-137-184.lg,/train/SymLG/CROHME2019_train/2009213-137-184.lg
1161,/train/INKML/CROHME2019_train/2009213-137-185.inkml,/train/IMG_rendering/2009213-137-185.png,/train/LG/CROHME2019_train/2009213-137-185.lg,/train/SymLG/CROHME2019_train/2009213-137-185.lg
1162,/train/INKML/CROHME2019_train/2009213-137-187.inkml,/train/IMG_rendering/2009213-137-187.png,/train/LG/CROHME2019_train/2009213-137-187.lg,/train/SymLG/CROHME2019_train/2009213-137-187.lg
1163,/train/INKML/CROHME2019_train/2009213-137-188.inkml,/train/IMG_rendering/2009213-137-188.png,/train/LG/CROHME2019_train/2009213-137-188.lg,/train/SymLG/CROHME2019_train/2009213-137-188.lg
1164,/train/INKML/CROHME2019_train/2009213-137-189.inkml,/train/IMG_rendering/2009213-137-189.png,/train/LG/CROHME2019_train/2009213-137-189.lg,/train/SymLG/CROHME2019_train/2009213-137-189.lg
1165,/train/INKML/CROHME2019_train/2009213-137-19.inkml,/train/IMG_rendering/2009213-137-19.png,/train/LG/CROHME2019_train/2009213-137-19.lg,/train/SymLG/CROHME2019_train/2009213-137-19.lg
1166,/train/INKML/CROHME2019_train/2009213-137-190.inkml,/train/IMG_rendering/2009213-137-190.png,/train/LG/CROHME2019_train/2009213-137-190.lg,/train/SymLG/CROHME2019_train/2009213-137-190.lg
1167,/train/INKML/CROHME2019_train/2009213-137-193.inkml,/train/IMG_rendering/2009213-137-193.png,/train/LG/CROHME2019_train/2009213-137-193.lg,/train/SymLG/CROHME2019_train/2009213-137-193.lg
1168,/train/INKML/CROHME2019_train/2009213-137-195.inkml,/train/IMG_rendering/2009213-137-195.png,/train/LG/CROHME2019_train/2009213-137-195.lg,/train/SymLG/CROHME2019_train/2009213-137-195.lg
1169,/train/INKML/CROHME2019_train/2009213-137-196.inkml,/train/IMG_rendering/2009213-137-196.png,/train/LG/CROHME2019_train/2009213-137-196.lg,/train/SymLG/CROHME2019_train/2009213-137-196.lg
1170,/train/INKML/CROHME2019_train/2009213-137-199.inkml,/train/IMG_rendering/2009213-137-199.png,/train/LG/CROHME2019_train/2009213-137-199.lg,/train/SymLG/CROHME2019_train/2009213-137-199.lg
1171,/train/INKML/CROHME2019_train/2009213-137-2.inkml,/train/IMG_rendering/2009213-137-2.png,/train/LG/CROHME2019_train/2009213-137-2.lg,/train/SymLG/CROHME2019_train/2009213-137-2.lg
1172,/train/INKML/CROHME2019_train/2009213-137-20.inkml,/train/IMG_rendering/2009213-137-20.png,/train/LG/CROHME2019_train/2009213-137-20.lg,/train/SymLG/CROHME2019_train/2009213-137-20.lg
1173,/train/INKML/CROHME2019_train/2009213-137-200.inkml,/train/IMG_rendering/2009213-137-200.png,/train/LG/CROHME2019_train/2009213-137-200.lg,/train/SymLG/CROHME2019_train/2009213-137-200.lg
1174,/train/INKML/CROHME2019_train/2009213-137-201.inkml,/train/IMG_rendering/2009213-137-201.png,/train/LG/CROHME2019_train/2009213-137-201.lg,/train/SymLG/CROHME2019_train/2009213-137-201.lg
1175,/train/INKML/CROHME2019_train/2009213-137-202.inkml,/train/IMG_rendering/2009213-137-202.png,/train/LG/CROHME2019_train/2009213-137-202.lg,/train/SymLG/CROHME2019_train/2009213-137-202.lg
1176,/train/INKML/CROHME2019_train/2009213-137-203.inkml,/train/IMG_rendering/2009213-137-203.png,/train/LG/CROHME2019_train/2009213-137-203.lg,/train/SymLG/CROHME2019_train/2009213-137-203.lg
1177,/train/INKML/CROHME2019_train/2009213-137-205.inkml,/train/IMG_rendering/2009213-137-205.png,/train/LG/CROHME2019_train/2009213-137-205.lg,/train/SymLG/CROHME2019_train/2009213-137-205.lg
1178,/train/INKML/CROHME2019_train/2009213-137-208.inkml,/train/IMG_rendering/2009213-137-208.png,/train/LG/CROHME2019_train/2009213-137-208.lg,/train/SymLG/CROHME2019_train/2009213-137-208.lg
1179,/train/INKML/CROHME2019_train/2009213-137-210.inkml,/train/IMG_rendering/2009213-137-210.png,/train/LG/CROHME2019_train/2009213-137-210.lg,/train/SymLG/CROHME2019_train/2009213-137-210.lg
1180,/train/INKML/CROHME2019_train/2009213-137-211.inkml,/train/IMG_rendering/2009213-137-211.png,/train/LG/CROHME2019_train/2009213-137-211.lg,/train/SymLG/CROHME2019_train/2009213-137-211.lg
1181,/train/INKML/CROHME2019_train/2009213-137-213.inkml,/train/IMG_rendering/2009213-137-213.png,/train/LG/CROHME2019_train/2009213-137-213.lg,/train/SymLG/CROHME2019_train/2009213-137-213.lg
1182,/train/INKML/CROHME2019_train/2009213-137-216.inkml,/train/IMG_rendering/2009213-137-216.png,/train/LG/CROHME2019_train/2009213-137-216.lg,/train/SymLG/CROHME2019_train/2009213-137-216.lg
1183,/train/INKML/CROHME2019_train/2009213-137-217.inkml,/train/IMG_rendering/2009213-137-217.png,/train/LG/CROHME2019_train/2009213-137-217.lg,/train/SymLG/CROHME2019_train/2009213-137-217.lg
1184,/train/INKML/CROHME2019_train/2009213-137-218.inkml,/train/IMG_rendering/2009213-137-218.png,/train/LG/CROHME2019_train/2009213-137-218.lg,/train/SymLG/CROHME2019_train/2009213-137-218.lg
1185,/train/INKML/CROHME2019_train/2009213-137-219.inkml,/train/IMG_rendering/2009213-137-219.png,/train/LG/CROHME2019_train/2009213-137-219.lg,/train/SymLG/CROHME2019_train/2009213-137-219.lg
1186,/train/INKML/CROHME2019_train/2009213-137-22.inkml,/train/IMG_rendering/2009213-137-22.png,/train/LG/CROHME2019_train/2009213-137-22.lg,/train/SymLG/CROHME2019_train/2009213-137-22.lg
1187,/train/INKML/CROHME2019_train/2009213-137-221.inkml,/train/IMG_rendering/2009213-137-221.png,/train/LG/CROHME2019_train/2009213-137-221.lg,/train/SymLG/CROHME2019_train/2009213-137-221.lg
1188,/train/INKML/CROHME2019_train/2009213-137-223.inkml,/train/IMG_rendering/2009213-137-223.png,/train/LG/CROHME2019_train/2009213-137-223.lg,/train/SymLG/CROHME2019_train/2009213-137-223.lg
1189,/train/INKML/CROHME2019_train/2009213-137-224.inkml,/train/IMG_rendering/2009213-137-224.png,/train/LG/CROHME2019_train/2009213-137-224.lg,/train/SymLG/CROHME2019_train/2009213-137-224.lg
1190,/train/INKML/CROHME2019_train/2009213-137-225.inkml,/train/IMG_rendering/2009213-137-225.png,/train/LG/CROHME2019_train/2009213-137-225.lg,/train/SymLG/CROHME2019_train/2009213-137-225.lg
1191,/train/INKML/CROHME2019_train/2009213-137-226.inkml,/train/IMG_rendering/2009213-137-226.png,/train/LG/CROHME2019_train/2009213-137-226.lg,/train/SymLG/CROHME2019_train/2009213-137-226.lg
1192,/train/INKML/CROHME2019_train/2009213-137-227.inkml,/train/IMG_rendering/2009213-137-227.png,/train/LG/CROHME2019_train/2009213-137-227.lg,/train/SymLG/CROHME2019_train/2009213-137-227.lg
1193,/train/INKML/CROHME2019_train/2009213-137-228.inkml,/train/IMG_rendering/2009213-137-228.png,/train/LG/CROHME2019_train/2009213-137-228.lg,/train/SymLG/CROHME2019_train/2009213-137-228.lg
1194,/train/INKML/CROHME2019_train/2009213-137-23.inkml,/train/IMG_rendering/2009213-137-23.png,/train/LG/CROHME2019_train/2009213-137-23.lg,/train/SymLG/CROHME2019_train/2009213-137-23.lg
1195,/train/INKML/CROHME2019_train/2009213-137-232.inkml,/train/IMG_rendering/2009213-137-232.png,/train/LG/CROHME2019_train/2009213-137-232.lg,/train/SymLG/CROHME2019_train/2009213-137-232.lg
1196,/train/INKML/CROHME2019_train/2009213-137-234.inkml,/train/IMG_rendering/2009213-137-234.png,/train/LG/CROHME2019_train/2009213-137-234.lg,/train/SymLG/CROHME2019_train/2009213-137-234.lg
1197,/train/INKML/CROHME2019_train/2009213-137-236.inkml,/train/IMG_rendering/2009213-137-236.png,/train/LG/CROHME2019_train/2009213-137-236.lg,/train/SymLG/CROHME2019_train/2009213-137-236.lg
1198,/train/INKML/CROHME2019_train/2009213-137-237.inkml,/train/IMG_rendering/2009213-137-237.png,/train/LG/CROHME2019_train/2009213-137-237.lg,/train/SymLG/CROHME2019_train/2009213-137-237.lg
1199,/train/INKML/CROHME2019_train/2009213-137-238.inkml,/train/IMG_rendering/2009213-137-238.png,/train/LG/CROHME2019_train/2009213-137-238.lg,/train/SymLG/CROHME2019_train/2009213-137-238.lg
1200,/train/INKML/CROHME2019_train/2009213-137-24.inkml,/train/IMG_rendering/2009213-137-24.png,/train/LG/CROHME2019_train/2009213-137-24.lg,/train/SymLG/CROHME2019_train/2009213-137-24.lg
1201,/train/INKML/CROHME2019_train/2009213-137-240.inkml,/train/IMG_rendering/2009213-137-240.png,/train/LG/CROHME2019_train/2009213-137-240.lg,/train/SymLG/CROHME2019_train/2009213-137-240.lg
1202,/train/INKML/CROHME2019_train/2009213-137-241.inkml,/train/IMG_rendering/2009213-137-241.png,/train/LG/CROHME2019_train/2009213-137-241.lg,/train/SymLG/CROHME2019_train/2009213-137-241.lg
1203,/train/INKML/CROHME2019_train/2009213-137-242.inkml,/train/IMG_rendering/2009213-137-242.png,/train/LG/CROHME2019_train/2009213-137-242.lg,/train/SymLG/CROHME2019_train/2009213-137-242.lg
1204,/train/INKML/CROHME2019_train/2009213-137-243.inkml,/train/IMG_rendering/2009213-137-243.png,/train/LG/CROHME2019_train/2009213-137-243.lg,/train/SymLG/CROHME2019_train/2009213-137-243.lg
1205,/train/INKML/CROHME2019_train/2009213-137-244.inkml,/train/IMG_rendering/2009213-137-244.png,/train/LG/CROHME2019_train/2009213-137-244.lg,/train/SymLG/CROHME2019_train/2009213-137-244.lg
1206,/train/INKML/CROHME2019_train/2009213-137-245.inkml,/train/IMG_rendering/2009213-137-245.png,/train/LG/CROHME2019_train/2009213-137-245.lg,/train/SymLG/CROHME2019_train/2009213-137-245.lg
1207,/train/INKML/CROHME2019_train/2009213-137-247.inkml,/train/IMG_rendering/2009213-137-247.png,/train/LG/CROHME2019_train/2009213-137-247.lg,/train/SymLG/CROHME2019_train/2009213-137-247.lg
1208,/train/INKML/CROHME2019_train/2009213-137-248.inkml,/train/IMG_rendering/2009213-137-248.png,/train/LG/CROHME2019_train/2009213-137-248.lg,/train/SymLG/CROHME2019_train/2009213-137-248.lg
1209,/train/INKML/CROHME2019_train/2009213-137-26.inkml,/train/IMG_rendering/2009213-137-26.png,/train/LG/CROHME2019_train/2009213-137-26.lg,/train/SymLG/CROHME2019_train/2009213-137-26.lg
1210,/train/INKML/CROHME2019_train/2009213-137-27.inkml,/train/IMG_rendering/2009213-137-27.png,/train/LG/CROHME2019_train/2009213-137-27.lg,/train/SymLG/CROHME2019_train/2009213-137-27.lg
1211,/train/INKML/CROHME2019_train/2009213-137-29.inkml,/train/IMG_rendering/2009213-137-29.png,/train/LG/CROHME2019_train/2009213-137-29.lg,/train/SymLG/CROHME2019_train/2009213-137-29.lg
1212,/train/INKML/CROHME2019_train/2009213-137-3.inkml,/train/IMG_rendering/2009213-137-3.png,/train/LG/CROHME2019_train/2009213-137-3.lg,/train/SymLG/CROHME2019_train/2009213-137-3.lg
1213,/train/INKML/CROHME2019_train/2009213-137-30.inkml,/train/IMG_rendering/2009213-137-30.png,/train/LG/CROHME2019_train/2009213-137-30.lg,/train/SymLG/CROHME2019_train/2009213-137-30.lg
1214,/train/INKML/CROHME2019_train/2009213-137-31.inkml,/train/IMG_rendering/2009213-137-31.png,/train/LG/CROHME2019_train/2009213-137-31.lg,/train/SymLG/CROHME2019_train/2009213-137-31.lg
1215,/train/INKML/CROHME2019_train/2009213-137-32.inkml,/train/IMG_rendering/2009213-137-32.png,/train/LG/CROHME2019_train/2009213-137-32.lg,/train/SymLG/CROHME2019_train/2009213-137-32.lg
1216,/train/INKML/CROHME2019_train/2009213-137-34.inkml,/train/IMG_rendering/2009213-137-34.png,/train/LG/CROHME2019_train/2009213-137-34.lg,/train/SymLG/CROHME2019_train/2009213-137-34.lg
1217,/train/INKML/CROHME2019_train/2009213-137-35.inkml,/train/IMG_rendering/2009213-137-35.png,/train/LG/CROHME2019_train/2009213-137-35.lg,/train/SymLG/CROHME2019_train/2009213-137-35.lg
1218,/train/INKML/CROHME2019_train/2009213-137-37.inkml,/train/IMG_rendering/2009213-137-37.png,/train/LG/CROHME2019_train/2009213-137-37.lg,/train/SymLG/CROHME2019_train/2009213-137-37.lg
1219,/train/INKML/CROHME2019_train/2009213-137-38.inkml,/train/IMG_rendering/2009213-137-38.png,/train/LG/CROHME2019_train/2009213-137-38.lg,/train/SymLG/CROHME2019_train/2009213-137-38.lg
1220,/train/INKML/CROHME2019_train/2009213-137-4.inkml,/train/IMG_rendering/2009213-137-4.png,/train/LG/CROHME2019_train/2009213-137-4.lg,/train/SymLG/CROHME2019_train/2009213-137-4.lg
1221,/train/INKML/CROHME2019_train/2009213-137-40.inkml,/train/IMG_rendering/2009213-137-40.png,/train/LG/CROHME2019_train/2009213-137-40.lg,/train/SymLG/CROHME2019_train/2009213-137-40.lg
1222,/train/INKML/CROHME2019_train/2009213-137-42.inkml,/train/IMG_rendering/2009213-137-42.png,/train/LG/CROHME2019_train/2009213-137-42.lg,/train/SymLG/CROHME2019_train/2009213-137-42.lg
1223,/train/INKML/CROHME2019_train/2009213-137-43.inkml,/train/IMG_rendering/2009213-137-43.png,/train/LG/CROHME2019_train/2009213-137-43.lg,/train/SymLG/CROHME2019_train/2009213-137-43.lg
1224,/train/INKML/CROHME2019_train/2009213-137-44.inkml,/train/IMG_rendering/2009213-137-44.png,/train/LG/CROHME2019_train/2009213-137-44.lg,/train/SymLG/CROHME2019_train/2009213-137-44.lg
1225,/train/INKML/CROHME2019_train/2009213-137-47.inkml,/train/IMG_rendering/2009213-137-47.png,/train/LG/CROHME2019_train/2009213-137-47.lg,/train/SymLG/CROHME2019_train/2009213-137-47.lg
1226,/train/INKML/CROHME2019_train/2009213-137-48.inkml,/train/IMG_rendering/2009213-137-48.png,/train/LG/CROHME2019_train/2009213-137-48.lg,/train/SymLG/CROHME2019_train/2009213-137-48.lg
1227,/train/INKML/CROHME2019_train/2009213-137-49.inkml,/train/IMG_rendering/2009213-137-49.png,/train/LG/CROHME2019_train/2009213-137-49.lg,/train/SymLG/CROHME2019_train/2009213-137-49.lg
1228,/train/INKML/CROHME2019_train/2009213-137-51.inkml,/train/IMG_rendering/2009213-137-51.png,/train/LG/CROHME2019_train/2009213-137-51.lg,/train/SymLG/CROHME2019_train/2009213-137-51.lg
1229,/train/INKML/CROHME2019_train/2009213-137-52.inkml,/train/IMG_rendering/2009213-137-52.png,/train/LG/CROHME2019_train/2009213-137-52.lg,/train/SymLG/CROHME2019_train/2009213-137-52.lg
1230,/train/INKML/CROHME2019_train/2009213-137-53.inkml,/train/IMG_rendering/2009213-137-53.png,/train/LG/CROHME2019_train/2009213-137-53.lg,/train/SymLG/CROHME2019_train/2009213-137-53.lg
1231,/train/INKML/CROHME2019_train/2009213-137-54.inkml,/train/IMG_rendering/2009213-137-54.png,/train/LG/CROHME2019_train/2009213-137-54.lg,/train/SymLG/CROHME2019_train/2009213-137-54.lg
1232,/train/INKML/CROHME2019_train/2009213-137-55.inkml,/train/IMG_rendering/2009213-137-55.png,/train/LG/CROHME2019_train/2009213-137-55.lg,/train/SymLG/CROHME2019_train/2009213-137-55.lg
1233,/train/INKML/CROHME2019_train/2009213-137-56.inkml,/train/IMG_rendering/2009213-137-56.png,/train/LG/CROHME2019_train/2009213-137-56.lg,/train/SymLG/CROHME2019_train/2009213-137-56.lg
1234,/train/INKML/CROHME2019_train/2009213-137-57.inkml,/train/IMG_rendering/2009213-137-57.png,/train/LG/CROHME2019_train/2009213-137-57.lg,/train/SymLG/CROHME2019_train/2009213-137-57.lg
