,flag,img,lg,symlg
1615,train,/train/CROHME/IMG_rendering/200922-947-66.png,/train/CROHME/LG/CROHME2019_train/200922-947-66.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-66.lg
1616,train,/train/CROHME/IMG_rendering/200922-947-67.png,/train/CROHME/LG/CROHME2019_train/200922-947-67.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-67.lg
1617,train,/train/CROHME/IMG_rendering/200922-947-68.png,/train/CROHME/LG/CROHME2019_train/200922-947-68.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-68.lg
1618,train,/train/CROHME/IMG_rendering/200922-947-7.png,/train/CROHME/LG/CROHME2019_train/200922-947-7.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-7.lg
1619,train,/train/CROHME/IMG_rendering/200922-947-70.png,/train/CROHME/LG/CROHME2019_train/200922-947-70.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-70.lg
1620,train,/train/CROHME/IMG_rendering/200922-947-72.png,/train/CROHME/LG/CROHME2019_train/200922-947-72.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-72.lg
1621,train,/train/CROHME/IMG_rendering/200922-947-73.png,/train/CROHME/LG/CROHME2019_train/200922-947-73.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-73.lg
1622,train,/train/CROHME/IMG_rendering/200922-947-74.png,/train/CROHME/LG/CROHME2019_train/200922-947-74.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-74.lg
1623,train,/train/CROHME/IMG_rendering/200922-947-76.png,/train/CROHME/LG/CROHME2019_train/200922-947-76.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-76.lg
1624,train,/train/CROHME/IMG_rendering/200922-947-77.png,/train/CROHME/LG/CROHME2019_train/200922-947-77.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-77.lg
1625,train,/train/CROHME/IMG_rendering/200922-947-78.png,/train/CROHME/LG/CROHME2019_train/200922-947-78.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-78.lg
1626,train,/train/CROHME/IMG_rendering/200922-947-79.png,/train/CROHME/LG/CROHME2019_train/200922-947-79.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-79.lg
1627,train,/train/CROHME/IMG_rendering/200922-947-8.png,/train/CROHME/LG/CROHME2019_train/200922-947-8.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-8.lg
1628,train,/train/CROHME/IMG_rendering/200922-947-80.png,/train/CROHME/LG/CROHME2019_train/200922-947-80.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-80.lg
1629,train,/train/CROHME/IMG_rendering/200922-947-82.png,/train/CROHME/LG/CROHME2019_train/200922-947-82.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-82.lg
1630,train,/train/CROHME/IMG_rendering/200922-947-83.png,/train/CROHME/LG/CROHME2019_train/200922-947-83.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-83.lg
1631,train,/train/CROHME/IMG_rendering/200922-947-84.png,/train/CROHME/LG/CROHME2019_train/200922-947-84.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-84.lg
1632,train,/train/CROHME/IMG_rendering/200922-947-85.png,/train/CROHME/LG/CROHME2019_train/200922-947-85.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-85.lg
1633,train,/train/CROHME/IMG_rendering/200922-947-86.png,/train/CROHME/LG/CROHME2019_train/200922-947-86.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-86.lg
1634,train,/train/CROHME/IMG_rendering/200922-947-87.png,/train/CROHME/LG/CROHME2019_train/200922-947-87.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-87.lg
1635,train,/train/CROHME/IMG_rendering/200922-947-88.png,/train/CROHME/LG/CROHME2019_train/200922-947-88.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-88.lg
1636,train,/train/CROHME/IMG_rendering/200922-947-9.png,/train/CROHME/LG/CROHME2019_train/200922-947-9.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-9.lg
1637,train,/train/CROHME/IMG_rendering/200922-947-90.png,/train/CROHME/LG/CROHME2019_train/200922-947-90.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-90.lg
1638,train,/train/CROHME/IMG_rendering/200922-947-93.png,/train/CROHME/LG/CROHME2019_train/200922-947-93.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-93.lg
1639,train,/train/CROHME/IMG_rendering/200922-947-98.png,/train/CROHME/LG/CROHME2019_train/200922-947-98.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-98.lg
1640,train,/train/CROHME/IMG_rendering/200922-947-99.png,/train/CROHME/LG/CROHME2019_train/200922-947-99.lg,/train/CROHME/SymLG/CROHME2019_train/200922-947-99.lg
1641,train,/train/CROHME/IMG_rendering/200922-949-0.png,/train/CROHME/LG/CROHME2019_train/200922-949-0.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-0.lg
1642,train,/train/CROHME/IMG_rendering/200922-949-1.png,/train/CROHME/LG/CROHME2019_train/200922-949-1.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-1.lg
1643,train,/train/CROHME/IMG_rendering/200922-949-10.png,/train/CROHME/LG/CROHME2019_train/200922-949-10.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-10.lg
1644,train,/train/CROHME/IMG_rendering/200922-949-100.png,/train/CROHME/LG/CROHME2019_train/200922-949-100.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-100.lg
1645,train,/train/CROHME/IMG_rendering/200922-949-101.png,/train/CROHME/LG/CROHME2019_train/200922-949-101.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-101.lg
1646,train,/train/CROHME/IMG_rendering/200922-949-103.png,/train/CROHME/LG/CROHME2019_train/200922-949-103.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-103.lg
1647,train,/train/CROHME/IMG_rendering/200922-949-104.png,/train/CROHME/LG/CROHME2019_train/200922-949-104.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-104.lg
1648,train,/train/CROHME/IMG_rendering/200922-949-105.png,/train/CROHME/LG/CROHME2019_train/200922-949-105.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-105.lg
1649,train,/train/CROHME/IMG_rendering/200922-949-107.png,/train/CROHME/LG/CROHME2019_train/200922-949-107.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-107.lg
1650,train,/train/CROHME/IMG_rendering/200922-949-109.png,/train/CROHME/LG/CROHME2019_train/200922-949-109.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-109.lg
1651,train,/train/CROHME/IMG_rendering/200922-949-11.png,/train/CROHME/LG/CROHME2019_train/200922-949-11.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-11.lg
1652,train,/train/CROHME/IMG_rendering/200922-949-110.png,/train/CROHME/LG/CROHME2019_train/200922-949-110.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-110.lg
1653,train,/train/CROHME/IMG_rendering/200922-949-113.png,/train/CROHME/LG/CROHME2019_train/200922-949-113.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-113.lg
1654,train,/train/CROHME/IMG_rendering/200922-949-115.png,/train/CROHME/LG/CROHME2019_train/200922-949-115.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-115.lg
1655,train,/train/CROHME/IMG_rendering/200922-949-116.png,/train/CROHME/LG/CROHME2019_train/200922-949-116.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-116.lg
1656,train,/train/CROHME/IMG_rendering/200922-949-117.png,/train/CROHME/LG/CROHME2019_train/200922-949-117.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-117.lg
1657,train,/train/CROHME/IMG_rendering/200922-949-118.png,/train/CROHME/LG/CROHME2019_train/200922-949-118.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-118.lg
1658,train,/train/CROHME/IMG_rendering/200922-949-119.png,/train/CROHME/LG/CROHME2019_train/200922-949-119.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-119.lg
1659,train,/train/CROHME/IMG_rendering/200922-949-12.png,/train/CROHME/LG/CROHME2019_train/200922-949-12.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-12.lg
1660,train,/train/CROHME/IMG_rendering/200922-949-121.png,/train/CROHME/LG/CROHME2019_train/200922-949-121.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-121.lg
1661,train,/train/CROHME/IMG_rendering/200922-949-122.png,/train/CROHME/LG/CROHME2019_train/200922-949-122.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-122.lg
1662,train,/train/CROHME/IMG_rendering/200922-949-123.png,/train/CROHME/LG/CROHME2019_train/200922-949-123.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-123.lg
1663,train,/train/CROHME/IMG_rendering/200922-949-127.png,/train/CROHME/LG/CROHME2019_train/200922-949-127.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-127.lg
1664,train,/train/CROHME/IMG_rendering/200922-949-128.png,/train/CROHME/LG/CROHME2019_train/200922-949-128.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-128.lg
1665,train,/train/CROHME/IMG_rendering/200922-949-13.png,/train/CROHME/LG/CROHME2019_train/200922-949-13.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-13.lg
1666,train,/train/CROHME/IMG_rendering/200922-949-133.png,/train/CROHME/LG/CROHME2019_train/200922-949-133.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-133.lg
1667,train,/train/CROHME/IMG_rendering/200922-949-135.png,/train/CROHME/LG/CROHME2019_train/200922-949-135.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-135.lg
1668,train,/train/CROHME/IMG_rendering/200922-949-137.png,/train/CROHME/LG/CROHME2019_train/200922-949-137.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-137.lg
1669,train,/train/CROHME/IMG_rendering/200922-949-138.png,/train/CROHME/LG/CROHME2019_train/200922-949-138.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-138.lg
1670,train,/train/CROHME/IMG_rendering/200922-949-14.png,/train/CROHME/LG/CROHME2019_train/200922-949-14.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-14.lg
1671,train,/train/CROHME/IMG_rendering/200922-949-140.png,/train/CROHME/LG/CROHME2019_train/200922-949-140.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-140.lg
1672,train,/train/CROHME/IMG_rendering/200922-949-142.png,/train/CROHME/LG/CROHME2019_train/200922-949-142.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-142.lg
1673,train,/train/CROHME/IMG_rendering/200922-949-144.png,/train/CROHME/LG/CROHME2019_train/200922-949-144.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-144.lg
1674,train,/train/CROHME/IMG_rendering/200922-949-145.png,/train/CROHME/LG/CROHME2019_train/200922-949-145.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-145.lg
1675,train,/train/CROHME/IMG_rendering/200922-949-148.png,/train/CROHME/LG/CROHME2019_train/200922-949-148.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-148.lg
1676,train,/train/CROHME/IMG_rendering/200922-949-150.png,/train/CROHME/LG/CROHME2019_train/200922-949-150.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-150.lg
1677,train,/train/CROHME/IMG_rendering/200922-949-151.png,/train/CROHME/LG/CROHME2019_train/200922-949-151.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-151.lg
1678,train,/train/CROHME/IMG_rendering/200922-949-152.png,/train/CROHME/LG/CROHME2019_train/200922-949-152.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-152.lg
1679,train,/train/CROHME/IMG_rendering/200922-949-155.png,/train/CROHME/LG/CROHME2019_train/200922-949-155.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-155.lg
1680,train,/train/CROHME/IMG_rendering/200922-949-156.png,/train/CROHME/LG/CROHME2019_train/200922-949-156.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-156.lg
1681,train,/train/CROHME/IMG_rendering/200922-949-157.png,/train/CROHME/LG/CROHME2019_train/200922-949-157.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-157.lg
1682,train,/train/CROHME/IMG_rendering/200922-949-158.png,/train/CROHME/LG/CROHME2019_train/200922-949-158.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-158.lg
1683,train,/train/CROHME/IMG_rendering/200922-949-16.png,/train/CROHME/LG/CROHME2019_train/200922-949-16.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-16.lg
1684,train,/train/CROHME/IMG_rendering/200922-949-161.png,/train/CROHME/LG/CROHME2019_train/200922-949-161.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-161.lg
1685,train,/train/CROHME/IMG_rendering/200922-949-163.png,/train/CROHME/LG/CROHME2019_train/200922-949-163.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-163.lg
1686,train,/train/CROHME/IMG_rendering/200922-949-164.png,/train/CROHME/LG/CROHME2019_train/200922-949-164.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-164.lg
1687,train,/train/CROHME/IMG_rendering/200922-949-166.png,/train/CROHME/LG/CROHME2019_train/200922-949-166.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-166.lg
1688,train,/train/CROHME/IMG_rendering/200922-949-167.png,/train/CROHME/LG/CROHME2019_train/200922-949-167.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-167.lg
1689,train,/train/CROHME/IMG_rendering/200922-949-168.png,/train/CROHME/LG/CROHME2019_train/200922-949-168.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-168.lg
1690,train,/train/CROHME/IMG_rendering/200922-949-169.png,/train/CROHME/LG/CROHME2019_train/200922-949-169.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-169.lg
1691,train,/train/CROHME/IMG_rendering/200922-949-172.png,/train/CROHME/LG/CROHME2019_train/200922-949-172.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-172.lg
1692,train,/train/CROHME/IMG_rendering/200922-949-173.png,/train/CROHME/LG/CROHME2019_train/200922-949-173.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-173.lg
1693,train,/train/CROHME/IMG_rendering/200922-949-174.png,/train/CROHME/LG/CROHME2019_train/200922-949-174.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-174.lg
1694,train,/train/CROHME/IMG_rendering/200922-949-175.png,/train/CROHME/LG/CROHME2019_train/200922-949-175.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-175.lg
1695,train,/train/CROHME/IMG_rendering/200922-949-176.png,/train/CROHME/LG/CROHME2019_train/200922-949-176.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-176.lg
1696,train,/train/CROHME/IMG_rendering/200922-949-178.png,/train/CROHME/LG/CROHME2019_train/200922-949-178.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-178.lg
1697,train,/train/CROHME/IMG_rendering/200922-949-179.png,/train/CROHME/LG/CROHME2019_train/200922-949-179.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-179.lg
1698,train,/train/CROHME/IMG_rendering/200922-949-18.png,/train/CROHME/LG/CROHME2019_train/200922-949-18.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-18.lg
1699,train,/train/CROHME/IMG_rendering/200922-949-180.png,/train/CROHME/LG/CROHME2019_train/200922-949-180.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-180.lg
1700,train,/train/CROHME/IMG_rendering/200922-949-181.png,/train/CROHME/LG/CROHME2019_train/200922-949-181.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-181.lg
1701,train,/train/CROHME/IMG_rendering/200922-949-182.png,/train/CROHME/LG/CROHME2019_train/200922-949-182.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-182.lg
1702,train,/train/CROHME/IMG_rendering/200922-949-183.png,/train/CROHME/LG/CROHME2019_train/200922-949-183.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-183.lg
1703,train,/train/CROHME/IMG_rendering/200922-949-184.png,/train/CROHME/LG/CROHME2019_train/200922-949-184.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-184.lg
1704,train,/train/CROHME/IMG_rendering/200922-949-185.png,/train/CROHME/LG/CROHME2019_train/200922-949-185.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-185.lg
1705,train,/train/CROHME/IMG_rendering/200922-949-186.png,/train/CROHME/LG/CROHME2019_train/200922-949-186.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-186.lg
1706,train,/train/CROHME/IMG_rendering/200922-949-19.png,/train/CROHME/LG/CROHME2019_train/200922-949-19.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-19.lg
1707,train,/train/CROHME/IMG_rendering/200922-949-190.png,/train/CROHME/LG/CROHME2019_train/200922-949-190.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-190.lg
1708,train,/train/CROHME/IMG_rendering/200922-949-191.png,/train/CROHME/LG/CROHME2019_train/200922-949-191.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-191.lg
1709,train,/train/CROHME/IMG_rendering/200922-949-196.png,/train/CROHME/LG/CROHME2019_train/200922-949-196.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-196.lg
1710,train,/train/CROHME/IMG_rendering/200922-949-2.png,/train/CROHME/LG/CROHME2019_train/200922-949-2.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-2.lg
1711,train,/train/CROHME/IMG_rendering/200922-949-20.png,/train/CROHME/LG/CROHME2019_train/200922-949-20.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-20.lg
1712,train,/train/CROHME/IMG_rendering/200922-949-201.png,/train/CROHME/LG/CROHME2019_train/200922-949-201.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-201.lg
1713,train,/train/CROHME/IMG_rendering/200922-949-202.png,/train/CROHME/LG/CROHME2019_train/200922-949-202.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-202.lg
1714,train,/train/CROHME/IMG_rendering/200922-949-203.png,/train/CROHME/LG/CROHME2019_train/200922-949-203.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-203.lg
1715,train,/train/CROHME/IMG_rendering/200922-949-204.png,/train/CROHME/LG/CROHME2019_train/200922-949-204.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-204.lg
1716,train,/train/CROHME/IMG_rendering/200922-949-205.png,/train/CROHME/LG/CROHME2019_train/200922-949-205.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-205.lg
1717,train,/train/CROHME/IMG_rendering/200922-949-206.png,/train/CROHME/LG/CROHME2019_train/200922-949-206.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-206.lg
1718,train,/train/CROHME/IMG_rendering/200922-949-207.png,/train/CROHME/LG/CROHME2019_train/200922-949-207.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-207.lg
1719,train,/train/CROHME/IMG_rendering/200922-949-21.png,/train/CROHME/LG/CROHME2019_train/200922-949-21.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-21.lg
1720,train,/train/CROHME/IMG_rendering/200922-949-210.png,/train/CROHME/LG/CROHME2019_train/200922-949-210.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-210.lg
1721,train,/train/CROHME/IMG_rendering/200922-949-211.png,/train/CROHME/LG/CROHME2019_train/200922-949-211.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-211.lg
1722,train,/train/CROHME/IMG_rendering/200922-949-213.png,/train/CROHME/LG/CROHME2019_train/200922-949-213.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-213.lg
1723,train,/train/CROHME/IMG_rendering/200922-949-214.png,/train/CROHME/LG/CROHME2019_train/200922-949-214.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-214.lg
1724,train,/train/CROHME/IMG_rendering/200922-949-215.png,/train/CROHME/LG/CROHME2019_train/200922-949-215.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-215.lg
1725,train,/train/CROHME/IMG_rendering/200922-949-216.png,/train/CROHME/LG/CROHME2019_train/200922-949-216.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-216.lg
1726,train,/train/CROHME/IMG_rendering/200922-949-217.png,/train/CROHME/LG/CROHME2019_train/200922-949-217.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-217.lg
1727,train,/train/CROHME/IMG_rendering/200922-949-218.png,/train/CROHME/LG/CROHME2019_train/200922-949-218.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-218.lg
1728,train,/train/CROHME/IMG_rendering/200922-949-221.png,/train/CROHME/LG/CROHME2019_train/200922-949-221.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-221.lg
1729,train,/train/CROHME/IMG_rendering/200922-949-222.png,/train/CROHME/LG/CROHME2019_train/200922-949-222.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-222.lg
1730,train,/train/CROHME/IMG_rendering/200922-949-223.png,/train/CROHME/LG/CROHME2019_train/200922-949-223.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-223.lg
1731,train,/train/CROHME/IMG_rendering/200922-949-227.png,/train/CROHME/LG/CROHME2019_train/200922-949-227.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-227.lg
1732,train,/train/CROHME/IMG_rendering/200922-949-23.png,/train/CROHME/LG/CROHME2019_train/200922-949-23.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-23.lg
1733,train,/train/CROHME/IMG_rendering/200922-949-230.png,/train/CROHME/LG/CROHME2019_train/200922-949-230.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-230.lg
1734,train,/train/CROHME/IMG_rendering/200922-949-234.png,/train/CROHME/LG/CROHME2019_train/200922-949-234.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-234.lg
1735,train,/train/CROHME/IMG_rendering/200922-949-235.png,/train/CROHME/LG/CROHME2019_train/200922-949-235.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-235.lg
1736,train,/train/CROHME/IMG_rendering/200922-949-236.png,/train/CROHME/LG/CROHME2019_train/200922-949-236.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-236.lg
1737,train,/train/CROHME/IMG_rendering/200922-949-237.png,/train/CROHME/LG/CROHME2019_train/200922-949-237.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-237.lg
1738,train,/train/CROHME/IMG_rendering/200922-949-238.png,/train/CROHME/LG/CROHME2019_train/200922-949-238.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-238.lg
1739,train,/train/CROHME/IMG_rendering/200922-949-239.png,/train/CROHME/LG/CROHME2019_train/200922-949-239.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-239.lg
1740,train,/train/CROHME/IMG_rendering/200922-949-24.png,/train/CROHME/LG/CROHME2019_train/200922-949-24.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-24.lg
1741,train,/train/CROHME/IMG_rendering/200922-949-240.png,/train/CROHME/LG/CROHME2019_train/200922-949-240.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-240.lg
1742,train,/train/CROHME/IMG_rendering/200922-949-242.png,/train/CROHME/LG/CROHME2019_train/200922-949-242.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-242.lg
1743,train,/train/CROHME/IMG_rendering/200922-949-243.png,/train/CROHME/LG/CROHME2019_train/200922-949-243.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-243.lg
1744,train,/train/CROHME/IMG_rendering/200922-949-244.png,/train/CROHME/LG/CROHME2019_train/200922-949-244.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-244.lg
1745,train,/train/CROHME/IMG_rendering/200922-949-245.png,/train/CROHME/LG/CROHME2019_train/200922-949-245.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-245.lg
1746,train,/train/CROHME/IMG_rendering/200922-949-247.png,/train/CROHME/LG/CROHME2019_train/200922-949-247.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-247.lg
1747,train,/train/CROHME/IMG_rendering/200922-949-251.png,/train/CROHME/LG/CROHME2019_train/200922-949-251.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-251.lg
1748,train,/train/CROHME/IMG_rendering/200922-949-254.png,/train/CROHME/LG/CROHME2019_train/200922-949-254.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-254.lg
1749,train,/train/CROHME/IMG_rendering/200922-949-255.png,/train/CROHME/LG/CROHME2019_train/200922-949-255.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-255.lg
1750,train,/train/CROHME/IMG_rendering/200922-949-256.png,/train/CROHME/LG/CROHME2019_train/200922-949-256.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-256.lg
1751,train,/train/CROHME/IMG_rendering/200922-949-26.png,/train/CROHME/LG/CROHME2019_train/200922-949-26.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-26.lg
1752,train,/train/CROHME/IMG_rendering/200922-949-260.png,/train/CROHME/LG/CROHME2019_train/200922-949-260.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-260.lg
1753,train,/train/CROHME/IMG_rendering/200922-949-262.png,/train/CROHME/LG/CROHME2019_train/200922-949-262.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-262.lg
1754,train,/train/CROHME/IMG_rendering/200922-949-263.png,/train/CROHME/LG/CROHME2019_train/200922-949-263.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-263.lg
1755,train,/train/CROHME/IMG_rendering/200922-949-264.png,/train/CROHME/LG/CROHME2019_train/200922-949-264.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-264.lg
1756,train,/train/CROHME/IMG_rendering/200922-949-265.png,/train/CROHME/LG/CROHME2019_train/200922-949-265.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-265.lg
1757,train,/train/CROHME/IMG_rendering/200922-949-266.png,/train/CROHME/LG/CROHME2019_train/200922-949-266.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-266.lg
1758,train,/train/CROHME/IMG_rendering/200922-949-267.png,/train/CROHME/LG/CROHME2019_train/200922-949-267.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-267.lg
1759,train,/train/CROHME/IMG_rendering/200922-949-269.png,/train/CROHME/LG/CROHME2019_train/200922-949-269.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-269.lg
1760,train,/train/CROHME/IMG_rendering/200922-949-27.png,/train/CROHME/LG/CROHME2019_train/200922-949-27.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-27.lg
1761,train,/train/CROHME/IMG_rendering/200922-949-270.png,/train/CROHME/LG/CROHME2019_train/200922-949-270.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-270.lg
1762,train,/train/CROHME/IMG_rendering/200922-949-271.png,/train/CROHME/LG/CROHME2019_train/200922-949-271.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-271.lg
1763,train,/train/CROHME/IMG_rendering/200922-949-28.png,/train/CROHME/LG/CROHME2019_train/200922-949-28.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-28.lg
1764,train,/train/CROHME/IMG_rendering/200922-949-29.png,/train/CROHME/LG/CROHME2019_train/200922-949-29.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-29.lg
1765,train,/train/CROHME/IMG_rendering/200922-949-30.png,/train/CROHME/LG/CROHME2019_train/200922-949-30.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-30.lg
1766,train,/train/CROHME/IMG_rendering/200922-949-31.png,/train/CROHME/LG/CROHME2019_train/200922-949-31.lg,/train/CROHME/SymLG/CROHME2019_train/200922-949-31.lg
