,flag,inkml,lg,symlg
668,train,/train/CROHME/INKML/CROHME2019_train/126_em_480.inkml,/train/CROHME/LG/CROHME2019_train/126_em_480.lg,/train/CROHME/SymLG/CROHME2019_train/126_em_480.lg
669,train,/train/CROHME/INKML/CROHME2019_train/126_em_481.inkml,/train/CROHME/LG/CROHME2019_train/126_em_481.lg,/train/CROHME/SymLG/CROHME2019_train/126_em_481.lg
670,train,/train/CROHME/INKML/CROHME2019_train/126_fujita.inkml,/train/CROHME/LG/CROHME2019_train/126_fujita.lg,/train/CROHME/SymLG/CROHME2019_train/126_fujita.lg
671,train,/train/CROHME/INKML/CROHME2019_train/126_herbert.inkml,/train/CROHME/LG/CROHME2019_train/126_herbert.lg,/train/CROHME/SymLG/CROHME2019_train/126_herbert.lg
672,train,/train/CROHME/INKML/CROHME2019_train/126_jorge.inkml,/train/CROHME/LG/CROHME2019_train/126_jorge.lg,/train/CROHME/SymLG/CROHME2019_train/126_jorge.lg
673,train,/train/CROHME/INKML/CROHME2019_train/126_leissi.inkml,/train/CROHME/LG/CROHME2019_train/126_leissi.lg,/train/CROHME/SymLG/CROHME2019_train/126_leissi.lg
674,train,/train/CROHME/INKML/CROHME2019_train/126_leo.inkml,/train/CROHME/LG/CROHME2019_train/126_leo.lg,/train/CROHME/SymLG/CROHME2019_train/126_leo.lg
675,train,/train/CROHME/INKML/CROHME2019_train/126_miguel.inkml,/train/CROHME/LG/CROHME2019_train/126_miguel.lg,/train/CROHME/SymLG/CROHME2019_train/126_miguel.lg
676,train,/train/CROHME/INKML/CROHME2019_train/126_rosario.inkml,/train/CROHME/LG/CROHME2019_train/126_rosario.lg,/train/CROHME/SymLG/CROHME2019_train/126_rosario.lg
677,train,/train/CROHME/INKML/CROHME2019_train/126_user0.inkml,/train/CROHME/LG/CROHME2019_train/126_user0.lg,/train/CROHME/SymLG/CROHME2019_train/126_user0.lg
678,train,/train/CROHME/INKML/CROHME2019_train/127_Fabricio.inkml,/train/CROHME/LG/CROHME2019_train/127_Fabricio.lg,/train/CROHME/SymLG/CROHME2019_train/127_Fabricio.lg
679,train,/train/CROHME/INKML/CROHME2019_train/127_Frank.inkml,/train/CROHME/LG/CROHME2019_train/127_Frank.lg,/train/CROHME/SymLG/CROHME2019_train/127_Frank.lg
680,train,/train/CROHME/INKML/CROHME2019_train/127_Nina.inkml,/train/CROHME/LG/CROHME2019_train/127_Nina.lg,/train/CROHME/SymLG/CROHME2019_train/127_Nina.lg
681,train,/train/CROHME/INKML/CROHME2019_train/127_alfonso.inkml,/train/CROHME/LG/CROHME2019_train/127_alfonso.lg,/train/CROHME/SymLG/CROHME2019_train/127_alfonso.lg
682,train,/train/CROHME/INKML/CROHME2019_train/127_caue.inkml,/train/CROHME/LG/CROHME2019_train/127_caue.lg,/train/CROHME/SymLG/CROHME2019_train/127_caue.lg
683,train,/train/CROHME/INKML/CROHME2019_train/127_danilo.inkml,/train/CROHME/LG/CROHME2019_train/127_danilo.lg,/train/CROHME/SymLG/CROHME2019_train/127_danilo.lg
684,train,/train/CROHME/INKML/CROHME2019_train/127_david.inkml,/train/CROHME/LG/CROHME2019_train/127_david.lg,/train/CROHME/SymLG/CROHME2019_train/127_david.lg
685,train,/train/CROHME/INKML/CROHME2019_train/127_edwin.inkml,/train/CROHME/LG/CROHME2019_train/127_edwin.lg,/train/CROHME/SymLG/CROHME2019_train/127_edwin.lg
686,train,/train/CROHME/INKML/CROHME2019_train/127_em_482.inkml,/train/CROHME/LG/CROHME2019_train/127_em_482.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_482.lg
687,train,/train/CROHME/INKML/CROHME2019_train/127_em_483.inkml,/train/CROHME/LG/CROHME2019_train/127_em_483.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_483.lg
688,train,/train/CROHME/INKML/CROHME2019_train/127_em_484.inkml,/train/CROHME/LG/CROHME2019_train/127_em_484.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_484.lg
689,train,/train/CROHME/INKML/CROHME2019_train/127_em_485.inkml,/train/CROHME/LG/CROHME2019_train/127_em_485.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_485.lg
690,train,/train/CROHME/INKML/CROHME2019_train/127_em_486.inkml,/train/CROHME/LG/CROHME2019_train/127_em_486.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_486.lg
691,train,/train/CROHME/INKML/CROHME2019_train/127_em_487.inkml,/train/CROHME/LG/CROHME2019_train/127_em_487.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_487.lg
692,train,/train/CROHME/INKML/CROHME2019_train/127_em_488.inkml,/train/CROHME/LG/CROHME2019_train/127_em_488.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_488.lg
693,train,/train/CROHME/INKML/CROHME2019_train/127_em_489.inkml,/train/CROHME/LG/CROHME2019_train/127_em_489.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_489.lg
694,train,/train/CROHME/INKML/CROHME2019_train/127_em_490.inkml,/train/CROHME/LG/CROHME2019_train/127_em_490.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_490.lg
695,train,/train/CROHME/INKML/CROHME2019_train/127_em_491.inkml,/train/CROHME/LG/CROHME2019_train/127_em_491.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_491.lg
696,train,/train/CROHME/INKML/CROHME2019_train/127_em_492.inkml,/train/CROHME/LG/CROHME2019_train/127_em_492.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_492.lg
697,train,/train/CROHME/INKML/CROHME2019_train/127_em_493.inkml,/train/CROHME/LG/CROHME2019_train/127_em_493.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_493.lg
698,train,/train/CROHME/INKML/CROHME2019_train/127_em_494.inkml,/train/CROHME/LG/CROHME2019_train/127_em_494.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_494.lg
699,train,/train/CROHME/INKML/CROHME2019_train/127_em_495.inkml,/train/CROHME/LG/CROHME2019_train/127_em_495.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_495.lg
700,train,/train/CROHME/INKML/CROHME2019_train/127_em_496.inkml,/train/CROHME/LG/CROHME2019_train/127_em_496.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_496.lg
701,train,/train/CROHME/INKML/CROHME2019_train/127_em_497.inkml,/train/CROHME/LG/CROHME2019_train/127_em_497.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_497.lg
702,train,/train/CROHME/INKML/CROHME2019_train/127_em_498.inkml,/train/CROHME/LG/CROHME2019_train/127_em_498.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_498.lg
703,train,/train/CROHME/INKML/CROHME2019_train/127_em_499.inkml,/train/CROHME/LG/CROHME2019_train/127_em_499.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_499.lg
704,train,/train/CROHME/INKML/CROHME2019_train/127_em_500.inkml,/train/CROHME/LG/CROHME2019_train/127_em_500.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_500.lg
705,train,/train/CROHME/INKML/CROHME2019_train/127_em_501.inkml,/train/CROHME/LG/CROHME2019_train/127_em_501.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_501.lg
706,train,/train/CROHME/INKML/CROHME2019_train/127_em_502.inkml,/train/CROHME/LG/CROHME2019_train/127_em_502.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_502.lg
707,train,/train/CROHME/INKML/CROHME2019_train/127_em_503.inkml,/train/CROHME/LG/CROHME2019_train/127_em_503.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_503.lg
708,train,/train/CROHME/INKML/CROHME2019_train/127_em_505.inkml,/train/CROHME/LG/CROHME2019_train/127_em_505.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_505.lg
709,train,/train/CROHME/INKML/CROHME2019_train/127_em_506.inkml,/train/CROHME/LG/CROHME2019_train/127_em_506.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_506.lg
710,train,/train/CROHME/INKML/CROHME2019_train/127_em_507.inkml,/train/CROHME/LG/CROHME2019_train/127_em_507.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_507.lg
711,train,/train/CROHME/INKML/CROHME2019_train/127_em_508.inkml,/train/CROHME/LG/CROHME2019_train/127_em_508.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_508.lg
712,train,/train/CROHME/INKML/CROHME2019_train/127_em_509.inkml,/train/CROHME/LG/CROHME2019_train/127_em_509.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_509.lg
713,train,/train/CROHME/INKML/CROHME2019_train/127_em_510.inkml,/train/CROHME/LG/CROHME2019_train/127_em_510.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_510.lg
714,train,/train/CROHME/INKML/CROHME2019_train/127_em_511.inkml,/train/CROHME/LG/CROHME2019_train/127_em_511.lg,/train/CROHME/SymLG/CROHME2019_train/127_em_511.lg
715,train,/train/CROHME/INKML/CROHME2019_train/127_fujita.inkml,/train/CROHME/LG/CROHME2019_train/127_fujita.lg,/train/CROHME/SymLG/CROHME2019_train/127_fujita.lg
716,train,/train/CROHME/INKML/CROHME2019_train/127_herbert.inkml,/train/CROHME/LG/CROHME2019_train/127_herbert.lg,/train/CROHME/SymLG/CROHME2019_train/127_herbert.lg
717,train,/train/CROHME/INKML/CROHME2019_train/127_hirata.inkml,/train/CROHME/LG/CROHME2019_train/127_hirata.lg,/train/CROHME/SymLG/CROHME2019_train/127_hirata.lg
718,train,/train/CROHME/INKML/CROHME2019_train/127_jorge.inkml,/train/CROHME/LG/CROHME2019_train/127_jorge.lg,/train/CROHME/SymLG/CROHME2019_train/127_jorge.lg
719,train,/train/CROHME/INKML/CROHME2019_train/127_leissi.inkml,/train/CROHME/LG/CROHME2019_train/127_leissi.lg,/train/CROHME/SymLG/CROHME2019_train/127_leissi.lg
720,train,/train/CROHME/INKML/CROHME2019_train/127_leo.inkml,/train/CROHME/LG/CROHME2019_train/127_leo.lg,/train/CROHME/SymLG/CROHME2019_train/127_leo.lg
721,train,/train/CROHME/INKML/CROHME2019_train/127_miguel.inkml,/train/CROHME/LG/CROHME2019_train/127_miguel.lg,/train/CROHME/SymLG/CROHME2019_train/127_miguel.lg
722,train,/train/CROHME/INKML/CROHME2019_train/127_rosario.inkml,/train/CROHME/LG/CROHME2019_train/127_rosario.lg,/train/CROHME/SymLG/CROHME2019_train/127_rosario.lg
723,train,/train/CROHME/INKML/CROHME2019_train/127_user0.inkml,/train/CROHME/LG/CROHME2019_train/127_user0.lg,/train/CROHME/SymLG/CROHME2019_train/127_user0.lg
724,train,/train/CROHME/INKML/CROHME2019_train/128_em_512.inkml,/train/CROHME/LG/CROHME2019_train/128_em_512.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_512.lg
725,train,/train/CROHME/INKML/CROHME2019_train/128_em_513.inkml,/train/CROHME/LG/CROHME2019_train/128_em_513.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_513.lg
726,train,/train/CROHME/INKML/CROHME2019_train/128_em_514.inkml,/train/CROHME/LG/CROHME2019_train/128_em_514.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_514.lg
727,train,/train/CROHME/INKML/CROHME2019_train/128_em_515.inkml,/train/CROHME/LG/CROHME2019_train/128_em_515.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_515.lg
728,train,/train/CROHME/INKML/CROHME2019_train/128_em_516.inkml,/train/CROHME/LG/CROHME2019_train/128_em_516.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_516.lg
729,train,/train/CROHME/INKML/CROHME2019_train/128_em_517.inkml,/train/CROHME/LG/CROHME2019_train/128_em_517.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_517.lg
730,train,/train/CROHME/INKML/CROHME2019_train/128_em_518.inkml,/train/CROHME/LG/CROHME2019_train/128_em_518.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_518.lg
731,train,/train/CROHME/INKML/CROHME2019_train/128_em_519.inkml,/train/CROHME/LG/CROHME2019_train/128_em_519.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_519.lg
732,train,/train/CROHME/INKML/CROHME2019_train/128_em_520.inkml,/train/CROHME/LG/CROHME2019_train/128_em_520.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_520.lg
733,train,/train/CROHME/INKML/CROHME2019_train/128_em_521.inkml,/train/CROHME/LG/CROHME2019_train/128_em_521.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_521.lg
734,train,/train/CROHME/INKML/CROHME2019_train/128_em_522.inkml,/train/CROHME/LG/CROHME2019_train/128_em_522.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_522.lg
735,train,/train/CROHME/INKML/CROHME2019_train/128_em_523.inkml,/train/CROHME/LG/CROHME2019_train/128_em_523.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_523.lg
736,train,/train/CROHME/INKML/CROHME2019_train/128_em_524.inkml,/train/CROHME/LG/CROHME2019_train/128_em_524.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_524.lg
737,train,/train/CROHME/INKML/CROHME2019_train/128_em_525.inkml,/train/CROHME/LG/CROHME2019_train/128_em_525.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_525.lg
738,train,/train/CROHME/INKML/CROHME2019_train/128_em_526.inkml,/train/CROHME/LG/CROHME2019_train/128_em_526.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_526.lg
739,train,/train/CROHME/INKML/CROHME2019_train/128_em_527.inkml,/train/CROHME/LG/CROHME2019_train/128_em_527.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_527.lg
740,train,/train/CROHME/INKML/CROHME2019_train/128_em_528.inkml,/train/CROHME/LG/CROHME2019_train/128_em_528.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_528.lg
741,train,/train/CROHME/INKML/CROHME2019_train/128_em_529.inkml,/train/CROHME/LG/CROHME2019_train/128_em_529.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_529.lg
742,train,/train/CROHME/INKML/CROHME2019_train/128_em_530.inkml,/train/CROHME/LG/CROHME2019_train/128_em_530.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_530.lg
743,train,/train/CROHME/INKML/CROHME2019_train/128_em_531.inkml,/train/CROHME/LG/CROHME2019_train/128_em_531.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_531.lg
744,train,/train/CROHME/INKML/CROHME2019_train/128_em_532.inkml,/train/CROHME/LG/CROHME2019_train/128_em_532.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_532.lg
745,train,/train/CROHME/INKML/CROHME2019_train/128_em_536.inkml,/train/CROHME/LG/CROHME2019_train/128_em_536.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_536.lg
746,train,/train/CROHME/INKML/CROHME2019_train/128_em_537.inkml,/train/CROHME/LG/CROHME2019_train/128_em_537.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_537.lg
747,train,/train/CROHME/INKML/CROHME2019_train/128_em_538.inkml,/train/CROHME/LG/CROHME2019_train/128_em_538.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_538.lg
748,train,/train/CROHME/INKML/CROHME2019_train/128_em_539.inkml,/train/CROHME/LG/CROHME2019_train/128_em_539.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_539.lg
749,train,/train/CROHME/INKML/CROHME2019_train/128_em_541.inkml,/train/CROHME/LG/CROHME2019_train/128_em_541.lg,/train/CROHME/SymLG/CROHME2019_train/128_em_541.lg
750,train,/train/CROHME/INKML/CROHME2019_train/129_Fabricio.inkml,/train/CROHME/LG/CROHME2019_train/129_Fabricio.lg,/train/CROHME/SymLG/CROHME2019_train/129_Fabricio.lg
751,train,/train/CROHME/INKML/CROHME2019_train/129_Frank.inkml,/train/CROHME/LG/CROHME2019_train/129_Frank.lg,/train/CROHME/SymLG/CROHME2019_train/129_Frank.lg
752,train,/train/CROHME/INKML/CROHME2019_train/129_Nina.inkml,/train/CROHME/LG/CROHME2019_train/129_Nina.lg,/train/CROHME/SymLG/CROHME2019_train/129_Nina.lg
753,train,/train/CROHME/INKML/CROHME2019_train/129_alfonso.inkml,/train/CROHME/LG/CROHME2019_train/129_alfonso.lg,/train/CROHME/SymLG/CROHME2019_train/129_alfonso.lg
754,train,/train/CROHME/INKML/CROHME2019_train/129_carlos.inkml,/train/CROHME/LG/CROHME2019_train/129_carlos.lg,/train/CROHME/SymLG/CROHME2019_train/129_carlos.lg
755,train,/train/CROHME/INKML/CROHME2019_train/129_caue.inkml,/train/CROHME/LG/CROHME2019_train/129_caue.lg,/train/CROHME/SymLG/CROHME2019_train/129_caue.lg
756,train,/train/CROHME/INKML/CROHME2019_train/129_david.inkml,/train/CROHME/LG/CROHME2019_train/129_david.lg,/train/CROHME/SymLG/CROHME2019_train/129_david.lg
757,train,/train/CROHME/INKML/CROHME2019_train/129_edwin.inkml,/train/CROHME/LG/CROHME2019_train/129_edwin.lg,/train/CROHME/SymLG/CROHME2019_train/129_edwin.lg
758,train,/train/CROHME/INKML/CROHME2019_train/129_em_542.inkml,/train/CROHME/LG/CROHME2019_train/129_em_542.lg,/train/CROHME/SymLG/CROHME2019_train/129_em_542.lg
759,train,/train/CROHME/INKML/CROHME2019_train/129_em_543.inkml,/train/CROHME/LG/CROHME2019_train/129_em_543.lg,/train/CROHME/SymLG/CROHME2019_train/129_em_543.lg
760,train,/train/CROHME/INKML/CROHME2019_train/129_em_544.inkml,/train/CROHME/LG/CROHME2019_train/129_em_544.lg,/train/CROHME/SymLG/CROHME2019_train/129_em_544.lg
761,train,/train/CROHME/INKML/CROHME2019_train/129_jorge.inkml,/train/CROHME/LG/CROHME2019_train/129_jorge.lg,/train/CROHME/SymLG/CROHME2019_train/129_jorge.lg
762,train,/train/CROHME/INKML/CROHME2019_train/129_leissi.inkml,/train/CROHME/LG/CROHME2019_train/129_leissi.lg,/train/CROHME/SymLG/CROHME2019_train/129_leissi.lg
763,train,/train/CROHME/INKML/CROHME2019_train/129_leo.inkml,/train/CROHME/LG/CROHME2019_train/129_leo.lg,/train/CROHME/SymLG/CROHME2019_train/129_leo.lg
764,train,/train/CROHME/INKML/CROHME2019_train/129_miguel.inkml,/train/CROHME/LG/CROHME2019_train/129_miguel.lg,/train/CROHME/SymLG/CROHME2019_train/129_miguel.lg
765,train,/train/CROHME/INKML/CROHME2019_train/129_rosario.inkml,/train/CROHME/LG/CROHME2019_train/129_rosario.lg,/train/CROHME/SymLG/CROHME2019_train/129_rosario.lg
766,train,/train/CROHME/INKML/CROHME2019_train/129_silas.inkml,/train/CROHME/LG/CROHME2019_train/129_silas.lg,/train/CROHME/SymLG/CROHME2019_train/129_silas.lg
767,train,/train/CROHME/INKML/CROHME2019_train/129_user0.inkml,/train/CROHME/LG/CROHME2019_train/129_user0.lg,/train/CROHME/SymLG/CROHME2019_train/129_user0.lg
768,train,/train/CROHME/INKML/CROHME2019_train/130_Fabricio.inkml,/train/CROHME/LG/CROHME2019_train/130_Fabricio.lg,/train/CROHME/SymLG/CROHME2019_train/130_Fabricio.lg
769,train,/train/CROHME/INKML/CROHME2019_train/130_Frank.inkml,/train/CROHME/LG/CROHME2019_train/130_Frank.lg,/train/CROHME/SymLG/CROHME2019_train/130_Frank.lg
770,train,/train/CROHME/INKML/CROHME2019_train/130_Nina.inkml,/train/CROHME/LG/CROHME2019_train/130_Nina.lg,/train/CROHME/SymLG/CROHME2019_train/130_Nina.lg
771,train,/train/CROHME/INKML/CROHME2019_train/130_alfonso.inkml,/train/CROHME/LG/CROHME2019_train/130_alfonso.lg,/train/CROHME/SymLG/CROHME2019_train/130_alfonso.lg
772,train,/train/CROHME/INKML/CROHME2019_train/130_bruno.inkml,/train/CROHME/LG/CROHME2019_train/130_bruno.lg,/train/CROHME/SymLG/CROHME2019_train/130_bruno.lg
773,train,/train/CROHME/INKML/CROHME2019_train/130_carlos.inkml,/train/CROHME/LG/CROHME2019_train/130_carlos.lg,/train/CROHME/SymLG/CROHME2019_train/130_carlos.lg
774,train,/train/CROHME/INKML/CROHME2019_train/130_caue.inkml,/train/CROHME/LG/CROHME2019_train/130_caue.lg,/train/CROHME/SymLG/CROHME2019_train/130_caue.lg
775,train,/train/CROHME/INKML/CROHME2019_train/130_danilo.inkml,/train/CROHME/LG/CROHME2019_train/130_danilo.lg,/train/CROHME/SymLG/CROHME2019_train/130_danilo.lg
776,train,/train/CROHME/INKML/CROHME2019_train/130_david.inkml,/train/CROHME/LG/CROHME2019_train/130_david.lg,/train/CROHME/SymLG/CROHME2019_train/130_david.lg
777,train,/train/CROHME/INKML/CROHME2019_train/130_edwin.inkml,/train/CROHME/LG/CROHME2019_train/130_edwin.lg,/train/CROHME/SymLG/CROHME2019_train/130_edwin.lg
778,train,/train/CROHME/INKML/CROHME2019_train/130_hirata.inkml,/train/CROHME/LG/CROHME2019_train/130_hirata.lg,/train/CROHME/SymLG/CROHME2019_train/130_hirata.lg
779,train,/train/CROHME/INKML/CROHME2019_train/130_jorge.inkml,/train/CROHME/LG/CROHME2019_train/130_jorge.lg,/train/CROHME/SymLG/CROHME2019_train/130_jorge.lg
780,train,/train/CROHME/INKML/CROHME2019_train/130_leissi.inkml,/train/CROHME/LG/CROHME2019_train/130_leissi.lg,/train/CROHME/SymLG/CROHME2019_train/130_leissi.lg
781,train,/train/CROHME/INKML/CROHME2019_train/130_leo.inkml,/train/CROHME/LG/CROHME2019_train/130_leo.lg,/train/CROHME/SymLG/CROHME2019_train/130_leo.lg
782,train,/train/CROHME/INKML/CROHME2019_train/130_miguel.inkml,/train/CROHME/LG/CROHME2019_train/130_miguel.lg,/train/CROHME/SymLG/CROHME2019_train/130_miguel.lg
783,train,/train/CROHME/INKML/CROHME2019_train/130_rosario.inkml,/train/CROHME/LG/CROHME2019_train/130_rosario.lg,/train/CROHME/SymLG/CROHME2019_train/130_rosario.lg
784,train,/train/CROHME/INKML/CROHME2019_train/130_user0.inkml,/train/CROHME/LG/CROHME2019_train/130_user0.lg,/train/CROHME/SymLG/CROHME2019_train/130_user0.lg
785,train,/train/CROHME/INKML/CROHME2019_train/131_Fabricio.inkml,/train/CROHME/LG/CROHME2019_train/131_Fabricio.lg,/train/CROHME/SymLG/CROHME2019_train/131_Fabricio.lg
786,train,/train/CROHME/INKML/CROHME2019_train/131_Frank.inkml,/train/CROHME/LG/CROHME2019_train/131_Frank.lg,/train/CROHME/SymLG/CROHME2019_train/131_Frank.lg
787,train,/train/CROHME/INKML/CROHME2019_train/131_Nina.inkml,/train/CROHME/LG/CROHME2019_train/131_Nina.lg,/train/CROHME/SymLG/CROHME2019_train/131_Nina.lg
788,train,/train/CROHME/INKML/CROHME2019_train/131_alfonso.inkml,/train/CROHME/LG/CROHME2019_train/131_alfonso.lg,/train/CROHME/SymLG/CROHME2019_train/131_alfonso.lg
789,train,/train/CROHME/INKML/CROHME2019_train/131_carlos.inkml,/train/CROHME/LG/CROHME2019_train/131_carlos.lg,/train/CROHME/SymLG/CROHME2019_train/131_carlos.lg
790,train,/train/CROHME/INKML/CROHME2019_train/131_caue.inkml,/train/CROHME/LG/CROHME2019_train/131_caue.lg,/train/CROHME/SymLG/CROHME2019_train/131_caue.lg
791,train,/train/CROHME/INKML/CROHME2019_train/131_david.inkml,/train/CROHME/LG/CROHME2019_train/131_david.lg,/train/CROHME/SymLG/CROHME2019_train/131_david.lg
792,train,/train/CROHME/INKML/CROHME2019_train/131_edwin.inkml,/train/CROHME/LG/CROHME2019_train/131_edwin.lg,/train/CROHME/SymLG/CROHME2019_train/131_edwin.lg
793,train,/train/CROHME/INKML/CROHME2019_train/131_jorge.inkml,/train/CROHME/LG/CROHME2019_train/131_jorge.lg,/train/CROHME/SymLG/CROHME2019_train/131_jorge.lg
794,train,/train/CROHME/INKML/CROHME2019_train/131_leissi.inkml,/train/CROHME/LG/CROHME2019_train/131_leissi.lg,/train/CROHME/SymLG/CROHME2019_train/131_leissi.lg
795,train,/train/CROHME/INKML/CROHME2019_train/131_leo.inkml,/train/CROHME/LG/CROHME2019_train/131_leo.lg,/train/CROHME/SymLG/CROHME2019_train/131_leo.lg
796,train,/train/CROHME/INKML/CROHME2019_train/131_maira.inkml,/train/CROHME/LG/CROHME2019_train/131_maira.lg,/train/CROHME/SymLG/CROHME2019_train/131_maira.lg
797,train,/train/CROHME/INKML/CROHME2019_train/131_miguel.inkml,/train/CROHME/LG/CROHME2019_train/131_miguel.lg,/train/CROHME/SymLG/CROHME2019_train/131_miguel.lg
798,train,/train/CROHME/INKML/CROHME2019_train/131_mijail.inkml,/train/CROHME/LG/CROHME2019_train/131_mijail.lg,/train/CROHME/SymLG/CROHME2019_train/131_mijail.lg
799,train,/train/CROHME/INKML/CROHME2019_train/131_rosario.inkml,/train/CROHME/LG/CROHME2019_train/131_rosario.lg,/train/CROHME/SymLG/CROHME2019_train/131_rosario.lg
800,train,/train/CROHME/INKML/CROHME2019_train/131_user0.inkml,/train/CROHME/LG/CROHME2019_train/131_user0.lg,/train/CROHME/SymLG/CROHME2019_train/131_user0.lg
801,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-0.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-0.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-0.lg
802,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-102.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-102.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-102.lg
803,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-103.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-103.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-103.lg
804,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-105.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-105.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-105.lg
805,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-111.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-111.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-111.lg
806,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-113.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-113.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-113.lg
807,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-114.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-114.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-114.lg
808,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-115.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-115.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-115.lg
809,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-116.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-116.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-116.lg
810,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-118.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-118.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-118.lg
811,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-119.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-119.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-119.lg
812,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-12.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-12.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-12.lg
813,train,/train/CROHME/INKML/CROHME2019_train/2009210-947-122.inkml,/train/CROHME/LG/CROHME2019_train/2009210-947-122.lg,/train/CROHME/SymLG/CROHME2019_train/2009210-947-122.lg
